avgTricks,S_TotalPoints,W_TotalPoints,N_TotalPoints,E_TotalPoints,S_unprot,W_unprot,N_unprot,E_unprot,S_pos,W_pos,N_pos,E_pos,S_Len_Trump,W_Len_Trump,N_Len_Trump,E_Len_Trump,S_Ace_Rat,W_Ace_Rat,N_Ace_Rat,E_Ace_Rat,trump
6,1,1,1,2,J,Q,J,J,FALSE,FALSE,TRUE,TRUE,2,2,5,4,0,0,0,0,D
9,1,2,1,1,Q,,J,,TRUE,TRUE,TRUE,FALSE,2,6,2,3,0,0,1,0,S
9,2,1,1,2,J,,,,FALSE,FALSE,TRUE,TRUE,2,4,3,4,0,0,0,0,H
8,1,1,2,1,,J,,Q,FALSE,TRUE,FALSE,FALSE,4,4,4,1,1,0,0,0,H
10,1,2,1,2,,J,,,TRUE,TRUE,TRUE,FALSE,3,5,1,4,0,0,0,0,D
8,1,2,3,1,,Q,KJ,J,TRUE,TRUE,FALSE,FALSE,4,4,1,4,0,0,0,0,H
10,1,3,1,0,Q,JQ,,JJ,TRUE,FALSE,FALSE,FALSE,2,6,1,4,0,0,0,0,H
11,0,3,1,1,J,K,Q,J,TRUE,FALSE,TRUE,FALSE,3,4,2,4,1,0,0,0,H
9,2,2,2,1,J,,JK,Q,TRUE,TRUE,FALSE,TRUE,3,7,1,2,0,0,0,0,C
10,1,1,2,2,,,JK,Q,FALSE,TRUE,TRUE,FALSE,2,3,6,2,1,0,0,0,C
10,1,1,1,2,,,,,FALSE,TRUE,TRUE,TRUE,1,5,2,5,0,0,0,0,S
12,2,1,1,2,,JJQ,Q,K,FALSE,FALSE,TRUE,TRUE,5,1,5,2,0,0,0,0,C
10,1,1,2,2,,J,,,FALSE,TRUE,TRUE,FALSE,3,4,1,5,0,0,0,0,D
13,3,1,1,1,Q,Q,J,,FALSE,FALSE,TRUE,TRUE,4,3,4,2,0,0,0,0,H
9,1,2,0,2,,J,,,TRUE,FALSE,TRUE,TRUE,0,4,5,4,0,0,0,1,S
8,2,1,1,2,J,,,,FALSE,FALSE,TRUE,TRUE,5,2,3,3,0,0,0,0,C
10,0,2,3,1,,,,J,TRUE,TRUE,FALSE,FALSE,4,4,1,4,0,0,0,0,H
10,2,1,1,2,J,J,,JQ,FALSE,FALSE,TRUE,TRUE,5,3,3,2,0,0,0,0,H
8,1,0,2,3,J,,,,FALSE,TRUE,TRUE,FALSE,3,4,3,3,0,0,0,0,H
9,1,1,2,1,QJ,,,,TRUE,TRUE,FALSE,FALSE,4,2,5,2,0,0,0,0,H
12,1,1,3,1,JJ,J,,Q,FALSE,TRUE,FALSE,FALSE,6,2,3,2,0,0,0,0,D
10,1,1,1,2,J,,J,J,TRUE,FALSE,TRUE,FALSE,2,4,2,5,0,0,1,0,S
10,1,1,1,2,,Q,J,,TRUE,FALSE,TRUE,FALSE,4,3,1,5,0,0,0,0,S
12,2,1,2,1,Q,,,,FALSE,TRUE,FALSE,TRUE,4,1,7,1,0,0,0,0,H
7,0,1,1,2,,,JJ,,TRUE,TRUE,TRUE,FALSE,3,4,2,4,0,1,0,0,S
11,1,2,1,1,,Q,QJ,,TRUE,FALSE,TRUE,FALSE,3,4,2,4,1,0,0,0,S
7,1,1,2,2,,,JJ,,FALSE,TRUE,TRUE,FALSE,4,1,5,3,0,0,0,0,D
9,1,1,0,3,,J,,J,FALSE,FALSE,TRUE,FALSE,1,5,4,3,0,0,0,0,S
9,3,1,0,2,,,J,,FALSE,FALSE,TRUE,TRUE,5,0,4,4,0,0,0,0,S
9,1,2,1,1,,QJ,J,,TRUE,FALSE,FALSE,TRUE,6,2,4,1,0,0,0,0,H
9,1,1,3,2,,,J,,FALSE,TRUE,TRUE,FALSE,6,3,4,0,0,0,0,0,D
9,1,1,1,2,,Q,,,FALSE,FALSE,TRUE,TRUE,3,6,2,2,0,0,0,0,C
10,1,0,3,1,,,,,FALSE,TRUE,TRUE,TRUE,2,3,6,2,1,0,0,0,S
11,3,0,1,1,,,,J,FALSE,FALSE,FALSE,TRUE,6,5,1,1,0,0,0,0,H
13,0,1,3,1,,JJ,,Q,FALSE,TRUE,FALSE,FALSE,6,2,3,2,0,0,0,0,S
9,1,3,2,0,J,,JJ,,TRUE,TRUE,FALSE,FALSE,2,5,3,3,0,1,0,1,C
11,1,2,3,0,,Q,Q,,TRUE,TRUE,FALSE,FALSE,4,1,5,3,0,0,0,0,S
9,1,1,0,2,,,J,Q,FALSE,FALSE,TRUE,TRUE,4,4,0,5,0,0,0,0,S
10,1,2,1,1,,,,Q,TRUE,TRUE,FALSE,FALSE,6,1,4,2,0,0,0,0,S
11,2,0,1,2,K,,J,J,FALSE,FALSE,TRUE,TRUE,6,3,3,1,0,0,0,1,H
10,0,1,2,3,,,,J,FALSE,TRUE,TRUE,FALSE,3,3,1,6,0,0,0,0,S
10,1,1,3,1,J,J,K,JJ,FALSE,TRUE,FALSE,TRUE,3,1,7,2,0,1,0,0,H
9,1,2,2,2,,,,,TRUE,TRUE,TRUE,FALSE,3,4,3,3,0,0,0,0,S
10,2,1,2,1,,Q,,J,FALSE,TRUE,FALSE,TRUE,4,2,4,3,1,0,0,0,S
5,0,1,2,3,,,,,FALSE,TRUE,TRUE,FALSE,3,4,4,2,0,0,0,0,D
9,2,2,1,1,Q,,,,TRUE,FALSE,FALSE,TRUE,8,1,2,2,0,0,0,0,C
7,1,2,2,1,,J,,Q,TRUE,TRUE,FALSE,FALSE,2,5,3,3,0,0,0,0,S
10,3,2,0,0,,J,,JQ,TRUE,FALSE,FALSE,TRUE,4,3,5,1,0,0,0,0,H
9,1,1,2,2,J,Q,,J,TRUE,TRUE,TRUE,FALSE,1,3,7,2,0,0,0,0,D
11,1,3,1,1,J,J,K,,TRUE,FALSE,FALSE,FALSE,4,2,1,6,0,0,0,0,H
8,2,1,0,2,J,,,,FALSE,FALSE,TRUE,TRUE,2,2,3,6,0,0,0,0,S
11,1,2,1,2,,Q,J,,TRUE,FALSE,TRUE,FALSE,3,4,2,4,0,0,0,0,H
9,1,1,1,2,Q,J,,J,TRUE,FALSE,TRUE,FALSE,3,3,2,5,0,0,0,0,D
8,1,1,2,2,,Q,,J,FALSE,TRUE,TRUE,TRUE,4,2,4,3,0,0,0,0,H
9,1,1,2,2,,J,,,FALSE,TRUE,TRUE,FALSE,5,3,2,3,0,0,0,0,H
7,2,1,1,2,,,,,FALSE,TRUE,TRUE,TRUE,6,3,1,3,0,0,0,0,D
10,1,2,1,2,Q,Q,,JJ,TRUE,FALSE,TRUE,FALSE,1,5,4,3,0,0,0,0,H
10,2,2,1,1,,Q,,J,TRUE,FALSE,FALSE,TRUE,3,2,6,2,0,0,0,0,S
12,2,1,2,1,,,Q,,FALSE,TRUE,FALSE,TRUE,5,2,5,1,0,0,0,0,C
9,0,2,2,1,,J,QJ,,TRUE,TRUE,FALSE,FALSE,3,3,2,5,0,0,0,0,S
11,1,2,0,1,J,,J,,TRUE,FALSE,TRUE,TRUE,2,3,3,5,0,0,0,0,S
10,2,2,1,2,,,,,TRUE,FALSE,TRUE,FALSE,0,5,5,3,0,0,0,0,H
11,1,0,2,3,J,J,JQ,,FALSE,TRUE,TRUE,FALSE,1,4,2,6,1,0,0,0,C
11,1,1,0,3,,JQ,,,FALSE,FALSE,TRUE,FALSE,2,4,2,5,0,0,0,0,S
10,2,3,1,0,J,,,,TRUE,FALSE,FALSE,TRUE,6,2,3,2,0,0,0,0,D
12,1,1,1,3,,QJ,,,TRUE,TRUE,TRUE,FALSE,2,3,2,6,0,0,1,0,S
9,1,1,0,2,,J,,Q,TRUE,FALSE,TRUE,TRUE,2,3,3,5,0,0,0,0,H
11,1,1,0,3,QJJ,J,,,FALSE,FALSE,TRUE,TRUE,2,5,2,4,0,0,1,0,S
8,1,3,1,0,,,,,TRUE,FALSE,FALSE,FALSE,3,2,3,5,1,0,0,0,S
11,1,2,1,2,,Q,J,,TRUE,FALSE,TRUE,FALSE,3,2,2,6,0,0,0,1,S
13,1,2,1,3,,J,Q,Q,TRUE,FALSE,TRUE,FALSE,0,3,2,8,0,0,0,0,C
10,1,0,3,1,J,J,,,FALSE,TRUE,FALSE,FALSE,3,2,5,3,0,0,0,0,S
10,0,1,1,3,J,,,,FALSE,TRUE,TRUE,FALSE,3,6,2,2,0,0,0,0,S
11,1,1,1,2,,J,,J,FALSE,TRUE,TRUE,FALSE,3,3,2,5,0,0,0,0,S
9,1,1,1,1,J,J,JJ,,FALSE,TRUE,TRUE,TRUE,2,5,2,4,0,0,1,0,S
10,3,2,1,1,,,,,TRUE,FALSE,FALSE,TRUE,6,1,4,2,0,0,0,0,C
9,1,1,1,1,J,,Q,Q,TRUE,FALSE,TRUE,FALSE,3,4,2,4,1,0,0,0,S
9,1,1,2,1,J,,,J,TRUE,TRUE,FALSE,FALSE,3,3,1,6,0,0,0,0,S
9,1,1,1,2,,K,Q,J,FALSE,TRUE,TRUE,TRUE,3,5,2,3,0,0,0,0,H
8,2,1,1,1,Q,,,,TRUE,FALSE,FALSE,TRUE,2,1,4,6,0,0,0,0,S
10,2,1,1,1,J,,,QJ,FALSE,FALSE,FALSE,TRUE,5,2,3,3,0,0,0,0,S
10,1,1,1,3,,,J,,FALSE,FALSE,TRUE,FALSE,3,5,2,3,0,0,0,0,S
10,3,1,1,1,J,,,K,FALSE,FALSE,FALSE,TRUE,3,0,6,4,0,1,0,0,S
11,3,1,2,0,,Q,,,FALSE,TRUE,FALSE,TRUE,3,3,5,2,0,0,0,0,H
12,0,2,1,3,J,Q,,,TRUE,FALSE,TRUE,FALSE,1,6,2,4,0,0,0,0,S
11,3,0,0,2,,J,,J,FALSE,FALSE,TRUE,TRUE,6,3,3,1,0,0,0,0,H
10,1,1,2,1,,,,J,FALSE,TRUE,TRUE,TRUE,3,2,6,2,0,0,1,0,C
9,1,1,2,1,,,,J,FALSE,TRUE,TRUE,TRUE,2,5,2,4,0,0,1,0,H
11,1,2,3,0,,,JK,,TRUE,TRUE,FALSE,FALSE,3,2,8,0,0,0,0,1,S
10,1,2,3,0,,,JK,,TRUE,TRUE,FALSE,FALSE,3,2,8,0,0,0,0,1,S
11,2,1,2,0,,J,Q,J,FALSE,TRUE,FALSE,TRUE,4,3,4,2,0,0,0,0,S
10,1,2,1,1,J,QJ,Q,JQ,TRUE,TRUE,TRUE,FALSE,2,4,2,5,0,0,0,0,H
10,0,2,1,2,,J,JQ,Q,TRUE,TRUE,TRUE,FALSE,2,4,2,5,1,0,0,0,S
8,1,2,1,1,J,,J,,TRUE,TRUE,FALSE,TRUE,2,4,6,1,0,0,0,0,S
10,2,0,2,1,QJ,,,Q,FALSE,TRUE,TRUE,TRUE,4,1,4,4,0,0,0,1,S
8,2,2,1,2,Q,,,J,TRUE,FALSE,TRUE,TRUE,1,5,4,3,0,0,0,0,S
9,2,2,0,2,,,J,J,TRUE,FALSE,TRUE,TRUE,6,0,5,2,0,1,0,0,S
9,2,2,0,2,,,J,J,TRUE,FALSE,TRUE,TRUE,6,0,5,2,0,1,0,0,S
12,2,1,3,0,J,,,Q,FALSE,TRUE,FALSE,TRUE,7,3,1,2,0,0,0,0,S
12,2,1,3,0,J,,,Q,FALSE,TRUE,FALSE,TRUE,7,3,1,2,0,0,0,0,S
12,2,1,3,0,J,,,Q,FALSE,TRUE,FALSE,TRUE,3,1,5,4,0,0,0,0,C
8,2,2,1,1,,,J,,TRUE,FALSE,TRUE,TRUE,4,6,3,0,0,0,0,1,S
11,1,1,3,0,,J,,Q,FALSE,TRUE,FALSE,TRUE,4,2,4,3,0,0,0,0,S
10,2,0,2,1,Q,,,Q,FALSE,TRUE,FALSE,TRUE,3,4,5,1,0,1,0,0,S
11,0,2,1,2,,,J,,TRUE,FALSE,TRUE,FALSE,1,4,4,4,0,0,0,0,S
12,1,1,3,1,J,,,,FALSE,TRUE,FALSE,FALSE,5,2,4,2,0,0,0,0,S
8,1,2,1,1,Q,,,J,TRUE,FALSE,FALSE,TRUE,2,5,4,2,0,0,0,0,S
10,1,1,2,1,J,,,,FALSE,TRUE,TRUE,TRUE,3,3,6,1,1,0,0,0,S
10,1,1,2,1,J,,,,FALSE,TRUE,TRUE,TRUE,3,3,6,1,1,0,0,0,S
11,1,2,3,0,JJ,,,J,TRUE,TRUE,FALSE,FALSE,3,1,7,2,0,0,0,0,D
9,1,1,1,1,J,,K,,FALSE,FALSE,TRUE,TRUE,2,3,6,2,1,0,0,0,S
9,1,1,2,0,,,J,,TRUE,TRUE,FALSE,TRUE,3,3,6,1,0,1,0,0,S
10,1,2,1,2,J,J,,,TRUE,FALSE,TRUE,FALSE,2,4,3,4,0,0,0,0,H
10,1,1,1,3,,,,,FALSE,FALSE,TRUE,FALSE,3,5,2,3,0,0,0,0,H
9,1,1,2,1,,JJ,,,TRUE,TRUE,FALSE,FALSE,2,4,3,4,0,0,0,1,D
9,1,1,2,2,,,JQ,J,FALSE,TRUE,TRUE,FALSE,2,3,5,3,0,0,0,0,H
12,1,1,2,1,JJ,J,,J,FALSE,TRUE,FALSE,TRUE,5,2,4,2,0,0,0,0,H
10,1,2,1,1,K,,J,,TRUE,TRUE,FALSE,TRUE,1,4,3,5,0,0,0,1,H
8,0,2,3,1,,,,J,TRUE,TRUE,FALSE,FALSE,2,4,2,5,0,0,0,0,H
12,2,2,0,3,,J,,,FALSE,FALSE,TRUE,TRUE,2,9,0,2,0,0,0,0,C
11,2,2,0,3,,J,,,FALSE,FALSE,TRUE,TRUE,2,9,0,2,0,0,0,0,C
11,2,1,2,1,,,Q,Q,FALSE,TRUE,FALSE,TRUE,2,2,7,2,0,0,0,0,H
8,2,1,1,1,,J,,J,FALSE,TRUE,TRUE,TRUE,0,6,3,4,0,0,0,1,H
9,2,1,2,1,J,JJ,J,,TRUE,TRUE,FALSE,TRUE,3,2,6,2,0,0,0,0,S
8,1,1,1,1,J,J,,,TRUE,TRUE,FALSE,TRUE,4,2,5,2,0,0,0,0,S
10,2,1,1,2,J,J,J,,TRUE,FALSE,TRUE,TRUE,2,3,3,5,0,0,0,1,C
11,0,2,1,2,,,,Q,TRUE,FALSE,TRUE,FALSE,2,3,3,5,0,0,0,0,S
10,3,0,1,1,JJ,,Q,,FALSE,FALSE,FALSE,TRUE,5,3,2,3,0,0,0,0,H
11,3,0,1,1,JJ,,Q,,FALSE,FALSE,FALSE,TRUE,5,4,4,0,0,0,0,0,D
10,1,1,2,1,QQ,J,,,FALSE,TRUE,FALSE,FALSE,5,3,2,3,0,0,0,1,S
9,1,1,2,1,QQ,J,,,FALSE,TRUE,FALSE,FALSE,5,3,2,3,0,0,0,1,S
8,1,1,2,3,,,JJ,,FALSE,TRUE,TRUE,FALSE,0,4,8,1,0,0,0,0,H
9,2,2,1,0,,Q,J,,TRUE,TRUE,FALSE,TRUE,3,2,5,3,1,0,0,0,H
10,1,2,1,2,J,Q,,,TRUE,FALSE,TRUE,FALSE,3,7,1,2,0,0,0,0,S
12,0,3,1,1,JJ,Q,,Q,TRUE,FALSE,TRUE,FALSE,4,6,0,3,0,0,0,0,C
12,1,2,2,1,,,,J,TRUE,TRUE,FALSE,FALSE,3,2,6,2,0,0,0,0,D
10,1,0,3,2,,J,,,FALSE,TRUE,TRUE,FALSE,3,3,5,2,0,0,0,1,S
8,1,3,2,0,J,Q,,Q,TRUE,TRUE,FALSE,FALSE,3,5,2,3,0,0,1,0,S
11,3,1,1,0,,JQ,J,,FALSE,TRUE,FALSE,TRUE,4,5,4,0,0,0,0,0,S
10,1,1,1,2,Q,,,,FALSE,FALSE,TRUE,FALSE,2,4,2,5,0,0,0,0,H
9,1,2,2,1,J,,,,TRUE,TRUE,FALSE,FALSE,4,3,1,5,0,0,0,1,S
7,1,2,2,1,J,,,,TRUE,TRUE,FALSE,FALSE,0,3,8,2,0,0,0,1,D
10,1,0,3,1,J,,J,,FALSE,TRUE,TRUE,FALSE,3,2,5,3,1,0,0,0,H
9,0,1,3,1,,J,J,,FALSE,TRUE,TRUE,FALSE,2,3,5,3,1,0,0,0,H
9,1,1,2,1,,J,,,TRUE,TRUE,FALSE,TRUE,3,2,6,2,0,0,0,0,S
10,1,2,1,1,,,J,J,TRUE,FALSE,TRUE,FALSE,2,5,2,4,0,0,0,0,H
11,1,1,0,3,J,J,,,FALSE,FALSE,TRUE,FALSE,3,3,1,6,0,0,0,0,S
11,0,3,0,2,,J,,,TRUE,FALSE,TRUE,FALSE,2,5,2,4,0,0,0,0,S
10,1,2,2,0,QJ,J,J,,TRUE,TRUE,FALSE,TRUE,3,4,5,1,0,0,0,0,H
11,2,1,3,0,,J,,,FALSE,TRUE,FALSE,TRUE,5,1,4,3,0,0,0,0,S
9,2,1,1,2,,,Q,QJ,FALSE,FALSE,TRUE,TRUE,4,2,5,2,0,0,0,0,S
10,1,3,1,0,JJ,J,,,TRUE,TRUE,FALSE,FALSE,2,3,3,5,0,0,0,0,H
10,2,3,1,0,,J,,,TRUE,FALSE,FALSE,TRUE,6,1,4,2,0,0,0,0,H
9,0,1,2,1,,J,J,,FALSE,TRUE,TRUE,FALSE,2,3,6,2,0,1,0,0,S
10,1,1,1,1,,,,,FALSE,TRUE,TRUE,FALSE,6,2,3,2,0,0,0,0,S
10,1,1,1,1,,,,,FALSE,TRUE,TRUE,FALSE,6,2,3,2,0,0,0,0,S
9,1,1,1,1,,,,,FALSE,TRUE,TRUE,FALSE,6,2,3,2,0,0,0,0,S
11,2,1,0,2,J,,,J,TRUE,FALSE,TRUE,TRUE,3,3,2,5,0,0,0,0,S
11,3,1,1,0,Q,,Q,J,TRUE,FALSE,FALSE,TRUE,5,2,4,2,0,0,0,0,D
9,2,1,0,1,,J,,,TRUE,FALSE,TRUE,TRUE,1,4,4,4,0,0,0,0,H
8,1,1,1,1,,,,J,TRUE,FALSE,FALSE,TRUE,1,3,4,5,0,0,0,0,S
10,1,2,1,2,,,Q,Q,TRUE,FALSE,TRUE,FALSE,3,5,2,3,0,0,0,0,S
12,1,3,2,1,,J,QJJ,K,TRUE,TRUE,FALSE,FALSE,1,4,2,6,0,0,0,0,D
8,2,2,1,1,J,,J,,TRUE,FALSE,FALSE,TRUE,5,2,4,2,0,0,0,0,H
7,1,1,2,2,JJ,,,Q,FALSE,TRUE,TRUE,FALSE,2,5,4,2,0,0,0,0,D
10,3,2,1,1,,Q,JJ,,TRUE,FALSE,FALSE,TRUE,1,8,3,1,0,0,0,0,H
11,2,1,0,3,,J,,,FALSE,FALSE,TRUE,TRUE,1,5,3,4,0,0,0,0,D
10,1,2,2,0,,,,J,TRUE,TRUE,FALSE,FALSE,5,1,4,3,0,0,0,0,H
9,1,1,1,3,,J,,,FALSE,FALSE,TRUE,FALSE,3,5,1,4,0,0,0,0,S
8,1,2,2,1,,K,J,Q,TRUE,TRUE,FALSE,FALSE,2,1,6,4,0,0,0,0,D
10,2,1,0,2,,Q,,,TRUE,FALSE,TRUE,TRUE,1,3,4,5,0,0,0,0,S
7,2,1,1,2,,,J,JQ,TRUE,FALSE,TRUE,TRUE,4,2,2,5,0,0,0,0,H
10,1,0,2,2,J,,,,FALSE,TRUE,TRUE,FALSE,3,5,2,3,0,0,0,0,S
8,1,0,2,2,J,,,,FALSE,TRUE,TRUE,FALSE,3,1,5,4,0,0,0,0,D
9,2,1,1,2,J,J,Q,Q,FALSE,FALSE,TRUE,TRUE,1,2,4,6,0,0,0,0,H
11,1,3,1,1,,Q,,J,TRUE,FALSE,TRUE,FALSE,3,4,2,4,0,0,0,1,H
10,1,2,2,1,,,K,JJ,TRUE,TRUE,FALSE,FALSE,4,3,5,1,0,0,0,0,H
10,2,1,2,1,,,J,,FALSE,TRUE,TRUE,TRUE,6,2,3,2,0,0,0,0,H
7,2,1,0,2,,J,J,,TRUE,FALSE,TRUE,TRUE,4,4,2,3,0,0,0,0,S
7,2,1,0,2,,J,J,,TRUE,FALSE,TRUE,TRUE,4,4,2,3,0,0,0,0,S
11,1,0,3,1,,J,,K,FALSE,TRUE,TRUE,TRUE,4,3,5,1,0,0,0,0,H
11,1,2,0,2,,,,JQ,TRUE,FALSE,TRUE,TRUE,2,1,3,7,0,0,0,0,D
7,1,3,1,1,,J,J,QJ,TRUE,TRUE,FALSE,FALSE,3,5,3,2,0,0,0,0,H
10,1,3,1,1,,Q,,,TRUE,FALSE,FALSE,FALSE,3,3,2,5,0,0,0,0,H
11,0,2,1,2,,,J,,TRUE,FALSE,TRUE,FALSE,1,3,4,5,0,0,0,0,H
8,1,0,3,2,JJJ,,Q,,FALSE,TRUE,TRUE,FALSE,5,2,5,1,0,1,0,0,H
8,0,2,3,1,,,J,,TRUE,TRUE,FALSE,FALSE,2,5,3,3,0,0,0,0,S
8,1,1,2,1,,J,,,FALSE,TRUE,FALSE,FALSE,3,3,5,2,0,0,0,0,S
6,1,0,2,3,J,J,,Q,FALSE,TRUE,TRUE,FALSE,2,2,4,5,0,0,0,0,H
8,1,0,2,3,J,J,,Q,FALSE,TRUE,TRUE,FALSE,2,4,3,4,0,0,0,0,S
10,1,2,0,2,JJ,JJ,,,TRUE,FALSE,TRUE,TRUE,3,1,2,7,0,0,1,0,H
7,1,1,1,3,,Q,,,FALSE,FALSE,TRUE,FALSE,1,1,7,4,0,0,0,0,S
7,1,1,1,3,,Q,,,FALSE,FALSE,TRUE,FALSE,1,1,7,4,0,0,0,0,S
9,1,1,3,2,JJ,,,J,FALSE,TRUE,TRUE,TRUE,3,1,0,9,0,0,1,0,H
10,1,1,2,2,J,Q,,QK,FALSE,TRUE,TRUE,FALSE,2,5,1,5,0,0,0,0,H
10,1,1,2,2,J,Q,,QK,FALSE,TRUE,TRUE,FALSE,5,2,4,2,0,0,0,0,S
7,1,2,1,1,,,,,TRUE,TRUE,FALSE,FALSE,2,4,3,4,1,0,0,0,D
11,2,1,3,0,QK,,,,FALSE,TRUE,FALSE,TRUE,1,2,6,4,0,0,0,0,S
8,2,1,1,1,,J,J,,TRUE,FALSE,FALSE,TRUE,3,3,5,2,0,0,0,0,D
10,1,2,2,0,,,J,,TRUE,TRUE,FALSE,TRUE,2,3,5,3,0,0,0,0,S
5,1,2,2,0,J,,Q,,TRUE,TRUE,FALSE,TRUE,0,5,5,3,0,1,0,0,S
11,0,3,1,2,,J,J,,TRUE,FALSE,TRUE,FALSE,3,3,2,5,0,0,0,1,H
12,0,3,1,2,,J,J,,TRUE,FALSE,TRUE,FALSE,3,3,2,5,0,0,0,1,C
11,1,2,2,0,J,Q,K,J,TRUE,TRUE,FALSE,TRUE,2,3,6,2,0,0,0,0,S
7,2,2,2,0,KJ,K,J,Q,TRUE,TRUE,FALSE,TRUE,1,4,4,4,0,0,0,0,H
8,2,2,2,0,KJ,K,J,Q,TRUE,TRUE,FALSE,TRUE,4,4,3,2,0,0,0,0,S
10,2,1,1,1,,,,Q,FALSE,TRUE,FALSE,TRUE,5,1,5,2,0,0,0,0,S
7,2,2,1,0,J,,JJ,,TRUE,FALSE,FALSE,TRUE,4,3,3,3,0,0,0,0,D
11,2,1,2,0,,QJ,,,TRUE,TRUE,FALSE,TRUE,3,4,5,1,0,0,0,0,S
12,0,3,0,1,J,,,Q,TRUE,FALSE,TRUE,FALSE,3,5,2,3,0,1,0,0,H
10,3,2,1,0,,,J,,TRUE,FALSE,FALSE,TRUE,6,1,4,2,0,0,0,1,H
6,3,1,1,2,J,QJ,,K,FALSE,FALSE,TRUE,TRUE,4,2,4,3,0,0,0,0,H
10,2,2,1,2,,,,JJ,TRUE,FALSE,TRUE,TRUE,3,5,1,4,0,0,0,0,H
7,2,1,1,2,Q,J,,,FALSE,FALSE,TRUE,TRUE,3,3,2,5,0,0,1,0,S
8,2,1,1,1,J,Q,J,J,TRUE,TRUE,FALSE,TRUE,4,3,3,3,0,0,0,0,S
7,2,1,1,2,J,J,,,FALSE,TRUE,TRUE,TRUE,1,3,5,4,0,0,1,0,C
8,1,1,1,2,Q,,J,,FALSE,TRUE,TRUE,FALSE,5,3,1,4,0,0,0,0,S
9,2,2,1,1,,,,QJQ,FALSE,FALSE,TRUE,TRUE,1,8,1,3,0,0,0,0,D
11,3,1,1,1,,J,JJ,J,FALSE,FALSE,FALSE,TRUE,6,2,2,3,0,0,0,0,H
10,2,1,1,1,,,J,,FALSE,FALSE,TRUE,TRUE,4,1,5,3,0,0,0,0,S
10,0,2,1,2,,Q,,,TRUE,TRUE,TRUE,FALSE,2,4,3,4,1,0,0,0,S
11,0,2,1,2,J,,,J,TRUE,FALSE,TRUE,FALSE,1,4,4,4,0,1,0,0,S
8,1,3,1,1,,,,,TRUE,FALSE,FALSE,FALSE,3,4,5,1,0,0,0,0,H
8,1,0,2,1,,,J,J,FALSE,TRUE,TRUE,FALSE,2,4,5,2,0,0,0,0,S
12,1,2,1,1,,,JJ,J,TRUE,FALSE,FALSE,FALSE,1,4,2,6,0,0,0,0,C
10,1,1,2,2,Q,,,J,TRUE,TRUE,TRUE,FALSE,3,3,2,5,0,0,0,0,D
10,1,2,2,0,JJ,J,J,,TRUE,TRUE,FALSE,FALSE,2,2,7,2,0,0,0,0,H
11,1,1,3,0,J,,,Q,TRUE,TRUE,FALSE,FALSE,5,1,5,2,0,0,1,0,S
10,1,1,1,2,,Q,J,,FALSE,TRUE,TRUE,FALSE,8,1,3,1,0,0,0,1,C
10,3,0,1,1,J,,,,FALSE,FALSE,TRUE,TRUE,5,4,3,1,0,0,0,0,S
11,0,2,1,2,,J,,J,TRUE,FALSE,TRUE,FALSE,3,6,1,3,0,0,0,0,H
12,2,0,3,1,J,,J,,FALSE,TRUE,FALSE,TRUE,5,2,3,3,0,1,0,1,H
11,2,1,2,1,,J,Q,J,FALSE,TRUE,FALSE,TRUE,2,2,6,3,0,0,0,0,H
7,2,2,1,1,,J,,JJ,TRUE,FALSE,TRUE,TRUE,3,4,4,2,0,0,0,0,H
11,1,3,1,1,Q,K,J,QJ,TRUE,FALSE,FALSE,FALSE,1,6,2,4,0,0,0,0,C
9,1,2,1,2,,,J,Q,TRUE,TRUE,TRUE,FALSE,3,7,2,1,0,0,1,0,D
8,0,1,2,1,,,Q,,FALSE,TRUE,TRUE,FALSE,3,3,5,2,0,0,0,0,H
7,2,1,2,2,,,,,FALSE,FALSE,TRUE,TRUE,2,2,6,3,0,0,0,0,C
8,1,1,1,1,J,,,J,FALSE,TRUE,TRUE,TRUE,4,2,4,3,0,0,0,0,D
10,0,2,2,2,,,,Q,TRUE,TRUE,TRUE,FALSE,1,4,3,5,0,0,0,0,S
9,1,0,2,2,,J,J,Q,FALSE,TRUE,TRUE,TRUE,4,1,4,4,1,0,0,0,S
9,0,1,2,1,,J,J,,FALSE,TRUE,TRUE,FALSE,2,3,6,2,0,1,0,0,S
8,1,1,2,2,,J,J,,FALSE,TRUE,TRUE,FALSE,3,4,0,6,0,1,0,0,H
11,1,1,1,1,,,,,FALSE,TRUE,TRUE,FALSE,6,2,3,2,0,0,0,0,S
10,1,1,1,1,,,,,FALSE,TRUE,TRUE,FALSE,6,2,3,2,0,0,0,0,S
11,2,1,0,2,J,,,J,TRUE,FALSE,TRUE,TRUE,3,3,2,5,0,0,0,0,S
12,3,1,1,0,Q,,Q,J,TRUE,FALSE,FALSE,TRUE,5,2,4,2,0,0,0,0,D
11,3,1,1,0,Q,,Q,J,TRUE,FALSE,FALSE,TRUE,5,2,4,2,0,0,0,0,D
6,2,1,0,1,,J,,,TRUE,FALSE,TRUE,TRUE,5,2,3,3,0,0,0,0,S
9,2,1,0,1,,J,,,TRUE,FALSE,TRUE,TRUE,1,4,4,4,0,0,0,0,H
8,1,1,1,1,,,,J,TRUE,FALSE,FALSE,TRUE,1,3,4,5,0,0,0,0,S
6,2,1,1,1,,,,J,TRUE,FALSE,FALSE,TRUE,4,3,3,3,0,0,0,0,C
