avgTricks,S_TotalPoints,W_TotalPoints,N_TotalPoints,E_TotalPoints,S_unprot,W_unprot,N_unprot,E_unprot,S_pos,W_pos,N_pos,E_pos,S_Len_Trump,W_Len_Trump,N_Len_Trump,E_Len_Trump,S_Ace_Rat,W_Ace_Rat,N_Ace_Rat,E_Ace_Rat,trump
9,1,2,1,2,,,Q,Q,TRUE,FALSE,TRUE,FALSE,3,5,2,3,0,0,0,0,S
10,1,2,1,2,,,Q,Q,TRUE,FALSE,TRUE,FALSE,1,1,4,7,0,0,0,0,C
8,1,3,2,1,,J,QJJ,K,TRUE,TRUE,FALSE,FALSE,4,2,5,2,0,0,0,0,H
11,1,3,2,1,,J,QJJ,K,TRUE,TRUE,FALSE,FALSE,1,4,2,6,0,0,0,0,D
8,2,2,1,1,J,,J,,TRUE,FALSE,FALSE,TRUE,3,6,3,1,0,0,0,0,S
9,2,2,1,1,J,,J,,TRUE,FALSE,FALSE,TRUE,3,6,3,1,0,0,0,0,S
7,1,1,2,2,JJ,,,Q,FALSE,TRUE,TRUE,FALSE,2,5,4,2,0,0,0,0,D
8,3,2,1,1,,Q,JJ,,TRUE,FALSE,FALSE,TRUE,3,3,4,3,0,0,0,0,S
12,2,1,0,3,,J,,,FALSE,FALSE,TRUE,TRUE,1,5,3,4,0,0,0,0,D
10,1,2,2,0,,,,J,TRUE,TRUE,FALSE,FALSE,2,3,5,3,0,0,0,0,D
8,1,2,2,0,,,,J,TRUE,TRUE,FALSE,FALSE,2,4,2,5,0,0,0,0,S
8,1,1,1,3,,J,,,FALSE,FALSE,TRUE,FALSE,3,5,1,4,0,0,0,0,S
7,1,2,2,0,,K,J,Q,TRUE,TRUE,FALSE,FALSE,3,6,3,1,0,0,0,0,S
10,2,1,0,2,,Q,,,TRUE,FALSE,TRUE,TRUE,1,3,4,5,0,0,0,0,S
9,2,1,0,2,,Q,,,TRUE,FALSE,TRUE,TRUE,1,3,4,5,0,0,0,0,S
6,2,1,1,2,,,J,JQ,TRUE,FALSE,TRUE,TRUE,4,2,2,5,0,0,0,0,H
9,2,1,1,2,,,J,JQ,TRUE,FALSE,TRUE,TRUE,3,4,1,5,0,0,0,0,C
9,0,2,3,1,Q,,J,J,TRUE,TRUE,FALSE,FALSE,2,4,2,5,0,0,0,1,H
8,1,0,2,2,J,,,,FALSE,TRUE,TRUE,FALSE,3,1,5,4,0,0,0,0,D
9,1,0,2,2,J,,,,FALSE,TRUE,TRUE,FALSE,3,1,5,4,0,0,0,0,D
8,2,1,1,2,J,J,Q,Q,FALSE,FALSE,TRUE,TRUE,4,6,2,1,0,0,0,0,C
8,2,1,1,2,J,J,Q,Q,FALSE,FALSE,TRUE,TRUE,1,2,4,6,0,0,0,0,H
10,1,3,1,1,,Q,,J,TRUE,FALSE,TRUE,FALSE,3,4,2,4,0,0,0,1,H
7,1,1,2,1,,,J,JJ,FALSE,TRUE,FALSE,TRUE,2,2,3,6,0,0,0,0,S
10,1,2,2,1,,,K,JJ,TRUE,TRUE,FALSE,FALSE,4,3,5,1,0,0,0,0,H
10,1,2,2,1,,,K,JJ,TRUE,TRUE,FALSE,FALSE,4,3,5,1,0,0,0,0,H
10,2,1,2,1,,,J,,FALSE,TRUE,TRUE,TRUE,6,2,3,2,0,0,0,0,H
7,2,1,0,2,,J,J,,TRUE,FALSE,TRUE,TRUE,4,4,2,3,0,0,0,0,S
12,1,0,3,1,,J,,K,FALSE,TRUE,TRUE,TRUE,4,3,5,1,0,0,0,0,H
6,2,2,0,1,,Q,,,TRUE,FALSE,FALSE,TRUE,4,2,4,3,0,0,0,0,C
8,1,3,1,1,,J,J,QJ,TRUE,TRUE,FALSE,FALSE,3,5,3,2,0,0,0,0,H
11,1,3,1,1,,Q,,,TRUE,FALSE,FALSE,FALSE,3,3,2,5,0,0,0,0,H
9,1,0,3,2,JJJ,,Q,,FALSE,TRUE,TRUE,FALSE,5,2,5,1,0,1,0,0,H
9,0,2,3,1,,,J,,TRUE,TRUE,FALSE,FALSE,2,5,3,3,0,0,0,0,S
9,1,1,2,1,,J,,,FALSE,TRUE,FALSE,FALSE,3,3,5,2,0,0,0,0,S
12,2,1,2,0,,,,J,TRUE,TRUE,FALSE,TRUE,5,1,5,2,0,0,0,0,C
10,1,0,2,3,J,J,,Q,FALSE,TRUE,TRUE,FALSE,5,4,3,1,0,0,0,0,D
10,1,2,0,2,JJ,JJ,,,TRUE,FALSE,TRUE,TRUE,3,1,2,7,0,0,1,0,H
7,1,1,1,3,,Q,,,FALSE,FALSE,TRUE,FALSE,1,1,7,4,0,0,0,0,S
9,1,1,3,2,JJ,,,J,FALSE,TRUE,TRUE,TRUE,3,1,0,9,0,0,1,0,H
9,1,1,2,2,J,Q,,QK,FALSE,TRUE,TRUE,FALSE,5,2,4,2,0,0,0,0,S
7,1,2,1,1,,,,,TRUE,TRUE,FALSE,FALSE,2,4,3,4,1,0,0,0,D
9,2,1,1,1,,J,J,,TRUE,FALSE,FALSE,TRUE,3,3,5,2,0,0,0,0,D
10,2,2,2,0,J,,Q,,TRUE,TRUE,FALSE,TRUE,6,2,2,3,0,1,0,0,H
11,0,3,1,2,,J,J,,TRUE,FALSE,TRUE,FALSE,3,3,2,5,0,0,0,1,H
9,1,2,2,0,J,Q,K,J,TRUE,TRUE,FALSE,TRUE,2,3,6,2,0,0,0,0,S
9,2,2,2,0,KJ,K,J,Q,TRUE,TRUE,FALSE,TRUE,6,4,1,2,0,0,0,0,C
11,2,1,1,1,,,,Q,FALSE,TRUE,FALSE,TRUE,5,1,5,2,0,0,0,0,S
7,1,1,2,2,,,,,FALSE,TRUE,TRUE,FALSE,2,4,2,5,0,0,0,0,S
7,2,2,0,2,J,,J,J,TRUE,FALSE,TRUE,TRUE,3,3,5,2,0,0,0,0,D
10,1,1,1,2,,,JJ,,FALSE,FALSE,TRUE,TRUE,0,6,3,4,0,0,0,0,S
12,1,1,3,0,,,,J,FALSE,TRUE,FALSE,FALSE,6,2,1,4,0,0,0,0,S
11,2,0,2,1,,,,JJ,FALSE,TRUE,TRUE,TRUE,5,2,3,3,0,0,0,0,H
10,3,0,1,1,K,,,,FALSE,FALSE,FALSE,TRUE,4,3,3,3,0,1,0,0,S
12,3,0,1,1,K,,,,FALSE,FALSE,FALSE,TRUE,3,3,5,2,0,1,0,0,C
12,1,2,0,2,JJ,,,,TRUE,FALSE,TRUE,FALSE,2,4,2,5,0,0,0,0,H
11,1,2,1,1,J,J,Q,,TRUE,FALSE,TRUE,FALSE,1,5,3,4,0,0,0,0,S
10,2,1,0,3,,,,,FALSE,FALSE,TRUE,TRUE,2,3,3,5,0,0,1,0,H
9,2,1,1,1,J,Q,JQ,,TRUE,FALSE,FALSE,TRUE,5,3,3,2,0,0,0,0,S
10,0,2,1,2,J,JJ,,,TRUE,FALSE,TRUE,FALSE,4,2,0,7,1,0,0,0,H
8,1,1,2,1,J,J,QQ,J,TRUE,TRUE,FALSE,FALSE,3,3,2,5,0,0,0,0,H
9,1,2,1,2,,J,,,TRUE,FALSE,TRUE,FALSE,1,6,3,3,0,0,0,0,S
10,2,2,1,1,Q,,J,,TRUE,TRUE,FALSE,TRUE,6,1,3,3,0,0,1,0,H
10,2,2,1,1,Q,,J,,TRUE,TRUE,FALSE,TRUE,1,6,2,4,0,0,1,0,D
8,3,1,0,1,,,,Q,FALSE,FALSE,FALSE,TRUE,3,1,4,5,0,0,0,0,H
6,3,1,0,1,,,,Q,FALSE,FALSE,FALSE,TRUE,1,5,4,3,0,0,0,0,S
10,3,1,0,1,,,,Q,FALSE,FALSE,FALSE,TRUE,4,4,4,1,0,0,0,0,D
10,3,1,0,1,,,,Q,FALSE,FALSE,FALSE,TRUE,4,4,4,1,0,0,0,0,D
9,3,1,1,2,Q,,JJ,Q,FALSE,FALSE,TRUE,TRUE,5,1,4,3,0,0,0,0,H
9,1,0,2,2,JJ,,,,FALSE,TRUE,TRUE,TRUE,4,2,4,3,0,0,0,0,S
12,2,0,3,1,,,J,J,FALSE,TRUE,FALSE,TRUE,6,2,3,2,0,0,0,0,S
11,1,2,1,2,J,,J,,TRUE,FALSE,TRUE,TRUE,3,6,1,3,0,0,0,0,S
10,1,1,1,3,J,,,J,FALSE,FALSE,TRUE,TRUE,1,6,3,3,0,0,0,0,H
9,2,1,2,2,,,,J,FALSE,TRUE,TRUE,TRUE,4,3,5,1,0,1,0,0,C
12,1,2,1,2,,Q,J,,TRUE,FALSE,TRUE,FALSE,0,3,3,7,0,0,0,0,H
10,2,1,2,2,,,,,FALSE,TRUE,TRUE,TRUE,0,4,2,7,0,0,0,0,C
8,1,2,1,1,Q,,J,,TRUE,TRUE,FALSE,FALSE,5,2,2,4,0,0,0,0,S
11,2,1,3,0,KJ,,,,FALSE,TRUE,FALSE,TRUE,3,2,5,3,0,0,1,0,H
11,3,1,1,1,,,,J,FALSE,FALSE,FALSE,TRUE,4,0,6,3,0,0,0,0,S
11,0,3,1,1,Q,J,J,,TRUE,TRUE,TRUE,FALSE,2,6,2,3,0,0,0,0,H
10,1,3,1,2,,,J,QJ,TRUE,FALSE,TRUE,FALSE,1,4,4,4,0,0,0,0,H
10,2,1,1,2,,,,Q,FALSE,FALSE,TRUE,TRUE,4,2,4,3,0,1,0,0,H
12,2,1,3,1,,J,,,FALSE,TRUE,FALSE,TRUE,4,3,5,1,0,0,0,0,H
9,1,1,1,2,JJ,K,QQ,,FALSE,TRUE,TRUE,FALSE,0,6,2,5,0,0,0,0,S
12,1,1,3,2,,,,,FALSE,TRUE,TRUE,FALSE,4,1,7,1,0,0,0,1,D
6,1,2,2,0,,,J,Q,TRUE,TRUE,FALSE,FALSE,3,5,3,2,0,0,0,0,S
9,1,2,2,1,,,,J,TRUE,TRUE,FALSE,FALSE,3,6,1,3,0,0,0,0,S
10,1,2,2,1,,,,J,TRUE,TRUE,FALSE,FALSE,3,6,1,3,0,0,0,0,S
10,0,1,1,2,JJ,J,Q,,TRUE,TRUE,TRUE,FALSE,3,4,2,4,0,0,0,1,S
11,3,2,1,0,Q,,,,TRUE,FALSE,FALSE,TRUE,2,5,1,5,0,0,0,0,D
11,0,1,2,2,,,,J,FALSE,TRUE,TRUE,FALSE,3,3,2,5,0,0,0,0,S
11,0,1,2,2,,,,J,FALSE,TRUE,TRUE,FALSE,3,3,2,5,0,0,0,0,S
12,2,1,1,2,,,QJ,,FALSE,FALSE,TRUE,TRUE,5,1,5,2,0,0,0,0,C
9,1,1,2,1,,,J,,FALSE,TRUE,TRUE,TRUE,3,3,1,6,0,0,1,0,H
9,1,2,2,0,,,J,,TRUE,TRUE,FALSE,TRUE,2,3,7,1,0,0,0,0,S
10,3,1,1,1,,Q,J,,FALSE,FALSE,FALSE,TRUE,5,4,3,1,0,0,0,0,H
11,2,1,3,0,Q,,,,FALSE,TRUE,FALSE,TRUE,5,2,3,3,0,0,0,0,D
7,1,1,2,2,,J,,J,FALSE,TRUE,TRUE,FALSE,5,2,2,4,0,0,0,0,H
9,2,2,1,1,,,,J,TRUE,FALSE,FALSE,TRUE,1,6,3,3,0,0,0,0,C
11,2,2,0,1,,,,JJ,TRUE,FALSE,FALSE,TRUE,2,4,3,4,0,0,0,0,H
11,2,0,2,1,,,,J,FALSE,TRUE,TRUE,TRUE,6,1,3,3,0,0,0,1,S
5,2,2,1,1,,,J,J,TRUE,FALSE,FALSE,TRUE,4,3,1,5,0,0,0,0,S
8,2,2,1,1,,,J,J,TRUE,FALSE,FALSE,TRUE,4,3,1,5,0,0,0,0,S
9,2,2,1,1,,,J,J,TRUE,FALSE,FALSE,TRUE,2,5,2,4,0,0,0,0,C
10,2,2,1,1,,,J,J,TRUE,FALSE,FALSE,TRUE,3,3,6,1,0,0,0,0,H
8,2,2,1,1,,,J,J,TRUE,FALSE,FALSE,TRUE,4,3,1,5,0,0,0,0,S
7,1,2,2,1,Q,JQ,,J,TRUE,TRUE,TRUE,FALSE,1,6,4,2,0,0,0,0,S
8,2,1,1,3,J,,Q,K,FALSE,FALSE,TRUE,TRUE,1,4,7,1,0,0,0,0,D
10,0,1,3,1,,,Q,,FALSE,TRUE,FALSE,FALSE,1,3,6,3,1,0,0,0,S
10,0,1,3,1,,,Q,,FALSE,TRUE,FALSE,FALSE,1,3,6,3,1,0,0,0,S
9,1,1,2,0,,,QJ,,FALSE,TRUE,FALSE,TRUE,1,4,6,2,0,0,0,0,S
10,2,0,1,1,,,J,,FALSE,TRUE,TRUE,TRUE,4,3,5,1,0,1,0,0,S
8,2,3,0,0,Q,,,,TRUE,FALSE,FALSE,TRUE,4,6,1,2,0,0,0,0,S
10,2,0,1,3,,,,JJ,FALSE,FALSE,TRUE,TRUE,2,5,2,4,0,0,0,0,C
9,1,2,1,2,,,,J,TRUE,TRUE,TRUE,FALSE,2,4,2,5,1,0,0,0,S
8,1,1,1,1,J,,J,JJ,FALSE,TRUE,TRUE,FALSE,4,6,1,2,1,0,0,0,S
8,1,3,1,0,,,,J,TRUE,FALSE,FALSE,FALSE,4,5,2,2,0,0,0,0,S
8,1,2,2,1,Q,,,J,TRUE,TRUE,FALSE,FALSE,4,1,4,4,0,0,0,0,C
10,1,1,2,1,,,,,TRUE,TRUE,TRUE,FALSE,5,1,7,0,0,0,0,0,S
11,1,2,2,1,,Q,,JJ,TRUE,TRUE,FALSE,FALSE,7,1,3,2,1,0,0,0,D
11,3,1,1,0,K,,J,,FALSE,TRUE,FALSE,TRUE,5,2,3,3,0,0,0,0,S
12,3,1,2,0,J,,Q,J,TRUE,TRUE,FALSE,TRUE,3,2,6,2,0,1,0,1,H
10,1,1,3,1,,,Q,,FALSE,TRUE,FALSE,FALSE,3,2,6,2,0,0,0,0,H
9,1,1,2,1,,,,,TRUE,TRUE,FALSE,FALSE,4,3,5,1,0,0,0,0,H
8,2,2,1,1,,,J,,TRUE,TRUE,FALSE,TRUE,5,3,3,2,0,0,0,1,H
7,0,1,3,1,JJ,K,,,FALSE,TRUE,TRUE,FALSE,2,6,4,1,0,0,0,0,H
12,1,2,0,3,Q,,J,,TRUE,FALSE,TRUE,FALSE,3,4,1,5,0,0,0,0,S
7,3,1,0,1,,JJ,,,FALSE,FALSE,FALSE,TRUE,0,2,4,7,0,0,0,0,D
8,1,3,2,0,,,,,TRUE,TRUE,FALSE,FALSE,4,6,3,0,0,0,0,0,D
11,2,1,2,0,Q,,JJ,J,FALSE,TRUE,FALSE,TRUE,3,1,6,3,0,0,0,0,S
9,1,1,2,2,,,J,,FALSE,TRUE,TRUE,FALSE,1,4,3,5,0,0,0,0,H
13,2,0,3,1,Q,,,,FALSE,TRUE,FALSE,FALSE,7,2,2,2,0,0,0,1,S
12,3,1,1,0,,J,,J,FALSE,TRUE,FALSE,TRUE,5,2,3,3,0,0,0,0,S
10,1,2,1,1,,,Q,,TRUE,FALSE,FALSE,TRUE,3,4,2,4,0,1,0,0,H
8,3,1,0,2,,,,JJ,TRUE,FALSE,TRUE,TRUE,7,2,1,3,0,0,0,0,S
12,1,1,2,2,,,Q,,FALSE,TRUE,TRUE,FALSE,4,2,6,1,1,0,0,0,H
8,3,2,0,0,J,J,J,,TRUE,FALSE,FALSE,TRUE,3,4,2,4,0,0,0,1,D
13,2,1,2,1,J,,,JJ,FALSE,TRUE,FALSE,TRUE,8,2,2,1,0,0,0,0,D
13,2,1,2,1,J,,,JJ,FALSE,TRUE,FALSE,TRUE,8,2,2,1,0,0,0,0,D
8,2,1,2,1,J,,,JJ,FALSE,TRUE,FALSE,TRUE,3,5,0,5,0,0,0,0,S
11,2,1,1,0,J,J,,Q,TRUE,TRUE,FALSE,TRUE,4,3,4,2,0,0,0,0,S
12,2,1,2,0,QQ,J,,J,FALSE,TRUE,FALSE,TRUE,6,2,3,2,0,0,1,0,H
9,1,1,2,1,,,J,J,TRUE,TRUE,FALSE,TRUE,4,2,4,3,0,1,0,0,H
8,2,2,0,1,JK,J,,J,TRUE,FALSE,FALSE,TRUE,6,2,3,2,0,0,1,0,S
12,1,2,0,3,,,J,KJ,TRUE,FALSE,TRUE,FALSE,1,5,2,5,0,0,0,0,H
11,2,2,0,2,,,,Q,FALSE,FALSE,TRUE,TRUE,1,5,1,6,0,0,0,0,C
10,1,1,1,1,,,,,TRUE,TRUE,FALSE,FALSE,3,2,3,5,0,0,0,0,H
8,1,1,1,1,,,,,TRUE,TRUE,FALSE,FALSE,3,3,5,2,0,0,0,0,D
7,1,2,1,2,,,JJJ,,TRUE,TRUE,TRUE,FALSE,6,2,4,1,0,0,0,0,C
9,2,1,1,2,,,J,,FALSE,FALSE,TRUE,TRUE,1,6,3,3,0,0,0,0,D
10,2,1,1,2,,,J,,FALSE,FALSE,TRUE,TRUE,1,6,3,3,0,0,0,0,D
9,1,1,2,2,Q,JJ,,Q,FALSE,TRUE,TRUE,FALSE,7,2,2,2,0,0,0,0,C
8,1,1,2,2,,J,,J,FALSE,TRUE,TRUE,FALSE,5,3,3,2,0,0,0,0,H
11,1,3,1,0,JJ,,,,TRUE,FALSE,FALSE,FALSE,3,6,1,3,0,0,0,0,S
11,0,1,0,3,,,J,JK,TRUE,FALSE,TRUE,FALSE,1,1,5,6,0,0,0,0,S
7,2,2,1,0,Q,,JJ,J,TRUE,FALSE,FALSE,TRUE,7,2,1,3,0,0,0,1,H
6,1,2,2,1,,,,QJJ,TRUE,TRUE,FALSE,FALSE,1,4,6,2,0,0,0,0,S
11,1,3,1,1,QJ,,,J,TRUE,FALSE,FALSE,FALSE,3,6,3,1,0,0,0,0,H
11,3,2,0,1,,Q,,JQ,TRUE,FALSE,FALSE,TRUE,2,2,6,3,0,0,1,0,S
9,3,1,0,2,J,,,J,FALSE,FALSE,TRUE,TRUE,3,3,4,3,0,0,1,0,S
10,1,2,2,1,JJ,,J,,TRUE,TRUE,FALSE,TRUE,3,2,5,3,0,0,0,0,H
8,2,2,1,0,QJ,,,JJ,TRUE,FALSE,FALSE,TRUE,4,4,4,1,0,0,0,0,H
8,1,2,1,1,JJ,Q,J,,TRUE,TRUE,FALSE,TRUE,3,4,2,4,1,0,0,0,S
9,0,1,2,1,J,Q,,,TRUE,TRUE,TRUE,FALSE,5,2,4,2,0,0,1,0,S
11,1,1,1,3,,Q,J,,FALSE,FALSE,TRUE,FALSE,2,3,3,5,1,0,0,0,H
9,2,2,1,1,,Q,J,J,TRUE,FALSE,FALSE,TRUE,3,1,5,4,0,0,0,0,S
10,3,0,1,2,,,,K,FALSE,TRUE,TRUE,TRUE,5,4,3,1,0,0,0,0,H
8,1,1,2,1,,,,QJ,TRUE,TRUE,TRUE,FALSE,2,3,5,3,0,0,0,0,S
9,3,2,0,1,,,,,TRUE,FALSE,FALSE,TRUE,2,3,3,5,0,0,1,0,H
10,0,2,2,2,,J,K,Q,TRUE,TRUE,TRUE,FALSE,3,3,2,5,0,0,0,0,H
8,2,2,1,1,,J,QJ,Q,TRUE,FALSE,FALSE,TRUE,4,3,4,2,0,0,0,0,S
9,3,1,0,2,Q,JJ,,K,FALSE,FALSE,TRUE,TRUE,4,2,4,3,0,0,1,0,H
9,1,1,3,1,,,J,J,FALSE,TRUE,TRUE,FALSE,2,3,6,2,0,1,0,0,S
8,3,1,1,1,,,,,FALSE,FALSE,FALSE,TRUE,4,8,1,0,0,0,0,0,H
9,1,2,2,1,Q,JJ,Q,J,TRUE,TRUE,FALSE,FALSE,3,4,2,4,0,0,0,1,H
10,1,1,3,1,,J,,,FALSE,TRUE,FALSE,FALSE,1,3,6,3,0,1,0,0,H
10,1,1,2,0,J,J,,J,TRUE,TRUE,FALSE,TRUE,3,3,5,2,0,0,0,1,S
9,2,1,2,1,J,,J,J,FALSE,TRUE,FALSE,TRUE,6,3,2,2,0,0,0,1,S
11,2,2,1,1,,J,Q,J,TRUE,FALSE,FALSE,TRUE,1,5,2,5,1,0,0,0,C
9,0,0,2,3,J,,,,FALSE,TRUE,TRUE,FALSE,3,5,2,3,0,0,0,0,S
9,1,1,2,1,Q,J,,J,TRUE,TRUE,FALSE,TRUE,5,2,3,3,0,0,0,0,S
9,1,0,1,3,Q,,JQJ,,FALSE,FALSE,TRUE,TRUE,2,5,3,3,0,0,0,0,S
9,2,1,1,1,,,J,,FALSE,FALSE,TRUE,TRUE,4,6,2,1,0,0,0,0,S
9,1,2,2,2,,,,,TRUE,TRUE,TRUE,FALSE,5,2,6,0,1,0,0,0,C
11,0,3,1,1,J,J,,,TRUE,TRUE,FALSE,FALSE,4,5,1,3,1,0,0,0,S
11,1,0,3,2,,,QJ,,FALSE,TRUE,TRUE,TRUE,4,2,5,2,0,0,0,0,S
10,1,1,3,1,JJ,,,,FALSE,TRUE,FALSE,FALSE,4,1,5,3,0,0,0,0,C
12,1,2,1,2,,,J,,TRUE,FALSE,TRUE,FALSE,1,1,3,8,0,0,0,0,C
11,0,3,1,1,J,,,QJ,TRUE,TRUE,TRUE,FALSE,3,5,1,4,0,0,0,0,H
6,1,2,2,1,,,,QJJ,TRUE,TRUE,FALSE,FALSE,1,4,6,2,0,0,0,0,S
11,1,3,1,1,QJ,,,J,TRUE,FALSE,FALSE,FALSE,3,6,3,1,0,0,0,0,H
10,3,2,0,1,,Q,,JQ,TRUE,FALSE,FALSE,TRUE,6,2,3,2,0,0,1,0,D
6,3,1,0,2,J,,,J,FALSE,FALSE,TRUE,TRUE,4,5,3,1,0,0,1,0,D
9,3,1,0,2,J,,,J,FALSE,FALSE,TRUE,TRUE,4,3,4,2,0,0,1,0,H
10,1,2,2,1,JJ,,J,,TRUE,TRUE,FALSE,TRUE,3,2,5,3,0,0,0,0,H
8,2,2,1,0,QJ,,,JJ,TRUE,FALSE,FALSE,TRUE,4,4,4,1,0,0,0,0,H
6,1,2,1,2,J,,,QJ,TRUE,FALSE,TRUE,FALSE,1,4,6,2,0,0,0,0,D
8,1,2,1,1,JJ,Q,J,,TRUE,TRUE,FALSE,TRUE,3,4,2,4,1,0,0,0,S
8,1,2,1,1,JJ,Q,J,,TRUE,TRUE,FALSE,TRUE,3,4,2,4,1,0,0,0,S
8,0,1,2,1,J,Q,,,TRUE,TRUE,TRUE,FALSE,2,3,5,3,0,0,1,0,C
9,0,1,2,1,J,Q,,,TRUE,TRUE,TRUE,FALSE,5,2,4,2,0,0,1,0,S
11,1,1,1,3,,Q,J,,FALSE,FALSE,TRUE,FALSE,2,3,3,5,1,0,0,0,H
11,1,1,1,3,,Q,J,,FALSE,FALSE,TRUE,FALSE,2,3,3,5,1,0,0,0,H
9,2,2,1,1,,Q,J,J,TRUE,FALSE,FALSE,TRUE,3,1,5,4,0,0,0,0,S
8,3,0,1,2,,,,K,FALSE,TRUE,TRUE,TRUE,5,4,3,1,0,0,0,0,H
8,1,1,2,1,,,,QJ,TRUE,TRUE,TRUE,FALSE,2,3,5,3,0,0,0,0,S
10,0,2,2,2,,J,K,Q,TRUE,TRUE,TRUE,FALSE,3,3,2,5,0,0,0,0,H
7,2,2,1,1,,J,QJ,Q,TRUE,FALSE,FALSE,TRUE,4,3,4,2,0,0,0,0,S
9,2,2,1,1,,J,QJ,Q,TRUE,FALSE,FALSE,TRUE,3,6,2,2,0,0,0,0,H
9,3,1,0,2,Q,JJ,,K,FALSE,FALSE,TRUE,TRUE,4,2,4,3,0,0,1,0,H
9,1,1,3,1,,,J,J,FALSE,TRUE,TRUE,FALSE,5,3,3,2,0,1,0,0,D
8,1,1,3,1,,,J,J,FALSE,TRUE,TRUE,FALSE,2,3,6,2,0,1,0,0,S
8,3,1,1,1,,,,,FALSE,FALSE,FALSE,TRUE,4,8,1,0,0,0,0,0,H
8,3,1,1,1,,,,,FALSE,FALSE,FALSE,TRUE,4,8,1,0,0,0,0,0,H
8,1,2,2,1,Q,JJ,Q,J,TRUE,TRUE,FALSE,FALSE,3,4,2,4,0,0,0,1,H
9,1,2,2,1,Q,JJ,Q,J,TRUE,TRUE,FALSE,FALSE,3,4,2,4,0,0,0,1,H
11,2,2,1,0,JJ,,,J,TRUE,FALSE,FALSE,TRUE,5,2,3,3,0,0,0,0,D
7,2,2,0,0,JJ,,,J,TRUE,FALSE,FALSE,TRUE,3,3,1,6,0,0,0,0,S
10,1,1,3,1,,J,,,FALSE,TRUE,FALSE,FALSE,6,1,4,2,0,1,0,0,C
10,2,1,1,2,Q,,J,Q,FALSE,TRUE,TRUE,TRUE,7,1,3,2,0,0,0,0,D
12,2,1,2,0,,,J,,FALSE,TRUE,FALSE,TRUE,4,2,5,2,0,0,0,0,C
7,2,1,1,2,,,J,,TRUE,FALSE,TRUE,TRUE,6,5,2,0,0,0,0,0,H
9,2,1,1,2,,,J,,TRUE,FALSE,TRUE,TRUE,6,5,2,0,0,0,0,0,H
8,2,1,1,2,,,J,,TRUE,FALSE,TRUE,TRUE,1,3,4,5,0,0,0,0,S
9,2,1,1,2,,,J,,TRUE,FALSE,TRUE,TRUE,6,5,2,0,0,0,0,0,H
10,1,1,3,1,,,JJ,Q,TRUE,TRUE,FALSE,FALSE,1,3,7,2,0,0,0,0,H
11,0,3,2,1,J,,Q,J,TRUE,TRUE,FALSE,FALSE,3,3,1,6,1,0,0,0,H
12,0,2,2,1,J,,QJ,J,TRUE,TRUE,TRUE,FALSE,2,6,2,3,1,0,0,0,H
9,2,1,1,1,Q,,J,,TRUE,FALSE,FALSE,TRUE,5,1,5,2,0,0,0,0,S
6,1,2,1,1,Q,QJ,J,,TRUE,FALSE,FALSE,TRUE,3,5,2,3,0,0,0,0,S
10,1,2,1,1,,J,J,QJ,TRUE,FALSE,TRUE,TRUE,3,3,5,2,1,0,0,0,S
7,2,0,1,2,JJ,Q,,,FALSE,FALSE,TRUE,TRUE,3,2,3,5,0,0,0,0,S
10,2,0,2,2,JQ,,J,Q,FALSE,TRUE,TRUE,TRUE,6,3,2,2,0,0,0,0,H
11,2,0,2,2,JQ,,J,Q,FALSE,TRUE,TRUE,TRUE,3,2,6,2,0,0,0,0,S
10,2,1,2,1,Q,,J,,FALSE,TRUE,FALSE,TRUE,5,3,3,2,0,0,0,0,H
10,2,1,2,1,J,J,K,,FALSE,TRUE,FALSE,TRUE,4,2,4,3,0,0,0,0,S
10,0,2,1,2,,J,,J,TRUE,FALSE,TRUE,FALSE,2,5,1,5,1,0,0,0,S
10,2,1,1,1,,,,,TRUE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,S
11,2,1,1,1,,,K,Q,FALSE,FALSE,FALSE,TRUE,2,2,7,2,0,0,0,0,S
10,0,1,2,2,J,,,J,FALSE,TRUE,TRUE,FALSE,2,3,3,5,0,0,1,0,S
8,1,2,1,2,,,,Q,TRUE,FALSE,TRUE,TRUE,2,2,7,2,0,0,0,0,H
12,2,2,2,0,,,J,K,TRUE,TRUE,FALSE,TRUE,5,2,5,1,0,0,0,0,S
10,2,0,2,2,,,,,FALSE,TRUE,TRUE,FALSE,5,2,2,4,0,0,0,0,H
8,1,1,1,1,,,,J,FALSE,TRUE,TRUE,TRUE,3,4,5,1,0,0,0,0,S
7,1,2,1,1,,,J,,TRUE,FALSE,FALSE,TRUE,2,5,3,3,0,0,0,0,S
11,2,1,2,1,,,,J,FALSE,TRUE,FALSE,TRUE,5,3,4,1,0,0,0,0,C
11,2,1,2,1,,,,J,FALSE,TRUE,FALSE,TRUE,5,3,4,1,0,0,0,0,C
11,3,2,1,0,,J,,,TRUE,FALSE,FALSE,TRUE,2,3,5,3,0,0,0,1,H
12,3,0,3,1,,K,JJ,,FALSE,TRUE,FALSE,TRUE,4,2,4,3,1,0,0,0,S
11,2,1,2,0,,,,,FALSE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,S
11,2,1,2,0,,,,,FALSE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,S
9,2,1,1,1,Q,,,,FALSE,FALSE,FALSE,TRUE,4,3,4,2,0,0,0,0,H
